"songkey","songid","artistname","duration","key","keyconfidence","loudness","songhotness","tempo","title","year"
cc59c2333c12a3cfb96753996144c61b,SOGUDRH12AB0189A45,Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers,494.15791,8,0.535,-16.708,-1.0,134.828,Song Of Australia - Canto 6 (2009 Digital Remaster),0
ce58ed80cd61f38e0fc8dc135cadf245,SOUVYHS12A8C13AB77,Herbert Von Karajan,238.10567,1,0.58,-20.18,-1.0,103.929,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus \Das Land des Lächelns\"")""",0
"48d5b86e52f83522be57a68c8b7f47ec",SONGUIH12A6D4F9274,Marilyn Horne,144.06485,5,0.452,-23.045,-1.0,95.469,"Agrippina : Act 3 \Bel piacere è godere fido amor!\"" [Poppea]""",0
"075e4994b504ad85a0b1e356fe07fdb1",SONBYWD12A6D4F5E8B,Ultimate Tracks,279.40526,9,0.207,-11.95,-1.0,129.99,We Are The Reason - Medium key performance track w/o background vocals,0
"40fff881937df6c49488fec613a2b8b0",SOKHIUI12A8C135F51,Herbert  von Karajan,201.89995,7,0.307,-16.398,-1.0,124.748,Oedipus Rex_ Atto Secondo: Divum Jocastae Caput Mortuum (Messaggero_ Coro) (Stravinsky),0
e1655dc14406906a0a8d93671fb4d9b1,SOVBRIV12A8C133996,Marvin Hamlisch;John Lithgow;Jeffrey Huard,99.70893,9,0.239,-11.404,-1.0,118.566,At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),0
"31a54e7b75776ff135ec727c35d42eb0",SOFYJJG12A8BEE9583,Montserrat Caballé/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini,168.56771,1,0.429,-22.06,-1.0,71.609,Don Carlo (2000 Digital Remaster): Tu che le vanità (Elisabetta),0
"1182e5235ea71ce6f067c4751f48427c",SOCIKUA12AB0180275,Herbert von Karajan and Turin RAI Symphony Orchestra,770.35057,0,0.567,-18.427,-1.0,92.731,Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,0
ca45fa346609fd34fc3d8e2b2083f533,SOQJJVP12AB01868CB,Marilyn Horne,231.57506,2,0.664,-16.682,-1.0,124.759,"Rinaldo : Act 3 \Or la tromba in suon festante\"" [Rinaldo]""",0
"8a4e0fa1692b0dc8c7022116d1878edd",SOLYUYS12A81C23F3A,Solomon,150.56934,5,0.659,-21.835,-1.0,68.742,"Piano Sonata No. 29 in B flat major Op. 106  \Hammerklavier\"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto""",0
"7447e67a9223b6b25809eb495c70ca39",SOKQNUO12A6D4FAB22,Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin,186.67057,9,0.136,-21.091,0.4240908109674381,86.71,Tristeza (Brazilian Blues),0
dd76240e09e5188aefdd482dc10ec583,SOQFWBE12A8C1316AF,The Killers,527.98649,1,0.764,-8.361,-1.0,134.02,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),2005
"0170baba4afbc22158bdfcd6da04e42f",SOZMHGF12AB017E01C,Alan Feinberg,155.19302,11,0.464,-28.327,-1.0,70.1,Menuet in the Name of Haydn,0
"59f0dc8f2c9c7123dca09f0ef20401bf",SOWBRNM12AB018AD0E,Karen Peck And New River,177.76281,8,0.573,-8.335,0.0,148.03,I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals),0
bc2f5d6d8f65b56349a68d249d6d53b6,SOSYSGH12AB0186C4F,Hawkshaw Hawkins,71.1571,5,0.562,-9.902,-1.0,117.696,Intro / Stay All Night_ Stay A Little Longer,0
"0255239c23d742d624d9f7c35b0cb83c",SOSXIUD12AB017FBB6,Timothy Byram-Wigfield,473.46893,0,0.465,-32.934,-1.0,112.238,Les Corps Glorieux: III. L'Ange aux parfums,2002
"407b5280605336259de20bf1cec954cd",SOTDEPN12AC3DF46DB,Nick Cave & The Bad Seeds,290.95138,3,0.787,-15.456,0.3829350900750192,109.857,Christina The Astonishing (2010 Digital Remaster),0
e17ff52d55947d08aba1c60499a9adc1,SOOZPUG12A8C132EDD,Sir Neville Marriner,220.05506,0,0.435,-25.585,-1.0,0.0,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),0
a9a9bf93844f33ce33ee6cb9163a8fc3,SOFKMMF12AB018CE39,Solomon,834.24608,0,0.221,-22.875,-1.0,199.792,Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,0
d191b2105e3ffed9c6dbad4e1afcb869,SOKKDSX12AB018866A,UFO,1819.76771,2,0.601,-14.402,-1.0,134.531,Electric Phase / Hot 'n' Ready / Pack It Up 'n' Go / Cherry / Out In The Street / Let It Roll / Too Hot To Handle,0
ce43dd05c40d6a282899d89016d3c2c6,SOBFOYA12A6D4FB36C,Staatskapelle Dresden/Herbert Blomstedt,158.92853,7,0.0,-19.897,-1.0,100.005,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,0
"38069768ab6e828d26e286c18c5621d1",SOILAOQ12AB01894C9,Neeme Jarvi,194.48118,8,0.641,-17.382,-1.0,131.118,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),0
"9d791e0a36044a8381ad71be8bb1519b",SOTNIIP12A8C1359DA,Pierre Boulez,956.60363,0,0.151,-18.628,-1.0,47.794,"Pli Selon Pli (\fold according to fold\"")/IV.  Improvisation sur Mallarmé III""",0
"1181c2dc9f1602a0a5f72a13154acc04",SOAEQKJ12A58A761EA,The Game feat. Jim Jones Camron & Bezell,210.23302,7,0.723,-6.647,0.4072330149011048,69.555,Certified Gangstas (featuring Jim Jones Camron & Bezell),0
"182cd3e4b99588aa3be409f38cb2e966",SOPDRUR12AB0182EC1,Martha Wainwright,287.08526,10,0.513,-11.574,0.5971167029227197,82.124,C'est Toujours la Même Histoire,2009
"1d83710d1ea44cf63371bf11002fca91",SOITNRQ12AB01884D3,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,35.44771,7,0.738,-22.694,-1.0,70.886,Vos plaintes_ vos regrets_ augmentent mon supplice,0
"4300293c64d3e3880b6e48638b12abfa",SOBUUZH12AF72A5BBC,Igor Stravinsky;Columbia Symphony Orchestra,181.26322,1,0.065,-30.726,-1.0,106.343,Le Sacre du Printemps (The Rite of Spring)/Part One: The Adoration of the Earth - Introduction,0
"772c611991b7c8e2d18c72e2817378ee",SOLLLZR12AB0180455,David Rose,292.80608,0,0.411,-13.176,-1.0,109.059,Wear Your Love Like Heaven / Workin' On A Groovy Thing (Medley) (1997 Digital Remaster),0
"183c18d784fb5a350cfa30368abf5032",SOCHRXB12A8AE48069,Black Eyed Peas,229.61587,11,0.205,-4.882,0.6244254932707666,105.206,Let's Get It Started,2004
"8f15247d1e8f21cfee62cf689f007c43",SOBAYLL12A8C138AF9,Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,511.16363,8,0.662,-26.358,-1.0,86.666,Sono andati? Fingevo di dormire,0
"4a0944a54c09c471d5d924d2ff40996d",SOUUOSZ12A8C14378D,James Scott Skinner,184.52853,10,1.0,-18.935,-1.0,133.953,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,0
"3e6afb858711d60bdb8182c134dc0b5a",SOYYANE12A8C132D08,Céline Dion,179.01669,3,0.601,-14.403,0.4689977876452559,80.999,Un Garcon Pas Comme Les Autres (Ziggy),0
"07a532aac97c11265260b0d325dbdab7",SOLKQVW12A6D4F69AB,Daryl Coley,352.88771,0,0.825,-8.078,-1.0,85.563,Standing On The Promises (Palmore) (Beyond The Veil Album Version),0
fed1521573f13cad4f15479f0571c628,SOTBVCU12AB0187B3C,Les Rythmes Digitales/ Tzant Feat. ODC MC,186.40934,6,0.599,-4.242,-1.0,86.113,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),0
"35a5677f259fb2fc829efb949adde545",SOYQOTZ12A6D4FCD86,Georges Delerue,130.66404,6,0.742,-24.953,0.0,178.63,Le Théâtre / Bof L'Important C'Est D'Aimer,0
"2adf1d90e895e335b6899f4e158e4cfc",SOASWGE12A8C13A206,Montserrat Caballé;Eugenio  Marco,254.1971,3,0.637,-18.119,-1.0,64.796,Bohemios: No quiero que sepa que aquí vengo yo (Gypsies: I don't want him to know that I am here),0
"89ee6fb513c5c23a663861ad9912d78a",SONKNTF12A6D4F59C5,Pierre Boulez,530.70322,8,0.082,-16.958,-1.0,152.986,"Messiaen : Et exspecto resurrectionem mortuorum : IV \Ils ressusciteront_ glorieux_ avec un nom nouveau""",0
f84c9f0e3894ba03196cafde4275ede2,SOJRNQF12A8C134D57,Beenie Man Featuring Wyclef And Redman,228.04853,1,0.61,-4.541,-1.0,79.823,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),0
"4da465b23305ae5d698f62838edb7516",SOHMHLN12AC90977FE,Blind Willie Johnson,189.3873,5,0.215,-16.111,0.358534975921519,164.641,If I Had My Way I'd Tear This Building Down,1996
"92e8046ad6316dcfd1729cf0a8609863",SOIOUIR12AB017ED30,Ray Conniff;Billy Butterfield,175.15057,8,0.494,-13.526,0.0,116.195,Time On My Hands (You In My Arms),0
ebd473ea8b4ce5f69d2862bb33207960,SOFMBEN12AB0180769,Mudhoney,519.13098,0,0.434,-6.591,0.5147533243380469,131.642,"Beneath The Valley Of The Underdog (Album Version + Hidden Track \Talkin' Randy Tate's...\"")""",1998
"2dd5f354fd9fcd61411a3d409f4aafba",SOIVSQZ12A6D4F68BF,Gang Starr Featuring Jeru The Damaja And Lil Dap,244.32281,1,0.216,-15.55,0.609188864062718,95.301,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),1992
"7b631a6c56755a31d5f49f10c646f2ef",SOJAWYZ12A67ADE3EC,The Doors,272.45669,0,0.354,-13.473,0.6083390068705503,97.035,Albinoni's Adagio In G Minor (LP Version),0
"5285a0667fd9cd464d1c0fd99fc86da6",SOFJCSH12A81C20934,Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,225.14893,5,0.371,-25.349,0.2150803185092279,79.261,Se un mio desir...Cedi al duo!,0
"17983cf440a5f3663f57b2a0de18818f",SOJBWKS12A8C135255,Herbert  von Karajan,198.45179,5,0.345,-20.731,-1.0,75.377,Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky),0
d190892a9d42ac5933c28e5299b26009,SOCNIVN12AC3DF98D2,Yvette Horner,137.32526,1,0.565,-7.748,-1.0,62.614,Le Chant Du Tropeau (La Canción Del Rebaño) Vals Tirolés,0
"3441a6912ca833cc161eeac732d24611",SOKHMUX12A8C13A78A,Bobby Hutcherson,399.51628,2,0.484,-12.321,0.0,151.391,Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),0
c53481e048404c5b56e0049af60f712c,SOJZHQO12AB0184E36,Vienna Concert House Orchestra_ Wiener Sängerknaben_ Ferdinand Grossmann,178.65098,2,0.534,-21.039,0.0,41.634,Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae,0
"4042f496b8acb46988f3972342d50399",SOOGUFF12A8C142BC7,Grachan Moncur III,474.06975,6,0.49,-11.535,0.225095973838337,152.213,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),0
e428eb3d12294b2838ce739a1230aff7,SORFVTH12A58A7D001,Scott Wesley Brown,234.78812,2,0.783,-12.38,-1.0,160.443,Pray For Me (One Step Closer Album Version),0
d46cd277e3b3410b166c819b78ad8253,SODIUET12A8C144375,Bobby Marchan,156.23791,5,0.704,-10.26,-1.0,79.531,It Hurts Me To My Heart,0
d64d19ae8fa5159337e01775bb454668,SOQMWJG12A6701E1AC,Del Tha Funkee Homosapien,257.69751,2,0.017,-9.495,0.7589737942764473,99.566,Mistadobalina,1991
f64771127e90f9dcda7d0879ffc4c546,SOWXNPJ12AB0185A17,Prince With 94 East,364.5122,4,0.496,-12.998,-1.0,85.006,Dance To The Music Of The World - Original Re-Mix (Practice Session),0
"3262fcd1eab7037f8341941b427e0eef",SOOJMEN12AB017B79F,Ray Davies,222.79791,4,0.773,-15.646,0.4541929882180224,106.895,See My Friends,0
"0dc21c35c28cb51aeb133f921ea52722",SOWFQKL12AB017D754,Philippe Sarde,158.82404,2,0.492,-22.35,-1.0,85.691,Le Presbytère n'a rien perdu de son Charme,0
b412bb11f96cfe4edc274117b8024c2b,SOOSGYY12A8135690B,Ray Charles,87.06567,5,0.347,-16.077,-1.0,97.302,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),0
"18220cd256f04a0997c479f61089f0d0",SODTEMK12AF72A7210,Simon & Garfunkel,138.70975,2,0.97,-10.222,-1.0,181.41,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),1966
e9227548d2167a42cf79ed041b7cdabc,SOXHXDU12A8C13BAF0,Olivier Messiaen,462.0273,2,0.878,-42.472,-1.0,131.619,Les Corps Glorieux (7 Visions De La Vie Des Ressuscités) (1939) : VII Le Mystère De La Sainte-Trinité,0
"0f921900c63d5534c7624b4f4cb67e24",SOLXXRJ12A6D4F7260,Dilated Peoples Featuring Capleton,311.06567,2,0.126,-4.08,0.5400092769273654,158.327,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),2006
"1f084676b7296740d1e926bca6be0e49",SOEFBHK12A8C1350A0,Vangelis,297.76934,4,0.139,-15.235,-1.0,173.712,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey/Movement 7,0
"722cdfca2fcc065dfb966e09e2c01dab",SOYCJFP12AB017B7C4,Ray Davies,151.87546,7,0.313,-11.298,0.4196742788095532,123.085,Picture Book,0
"73c8479e5df70c2cafda0610e688a71c",SOQXGVE12CF5F86D20,Stevie Ray Vaughan And Double Trouble,551.91465,6,0.439,-17.293,-1.0,113.447,Tin Pan Alley (aka Roughest Place In Town),2005
"7f89eac8f40e1864e8071e9fc71c57e3",SOQSCFU12A8C13DAC3,Sounds Of Blackness,235.65016,1,0.486,-6.171,-1.0,152.017,"Silent Night (Featuring Geoffrey Jones_ Terrence \T-Bone\"" Frierson_ Billy Steele)""",0
f87ca9472c72ed936d7be15e663af164,SOYHNSI12A8C1346E2,Dennis O'Neill,377.75628,8,0.397,-27.905,-1.0,66.807,Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156,0
"75da486ba320c77b958fab16af5836c3",SOCAYHA12A8C13683A,Felix Slatkin/Concert Arts Symphonic Band,108.35546,5,0.83,-16.154,-1.0,92.499,The Star-Spangled Banner (1998 Digital Remaster),0
"99b85d9f1e1a027b2e487494b2b37bc1",SOGEONB12A8C1429C7,Oldelaf et Monsieur D,296.93342,2,0.202,-7.817,-1.0,145.323,La fête à la prison,2009
"440ccdc68c08a27a1c2be74a6311fda0",SOAGBCW12AB0183D8F,Easy Star All-Stars,196.23138,4,0.212,-9.311,0.4540427660911161,183.048,With a Little Dub From My Friends (feat. Luciano and U Roy),2009
"2aa23d2e621e9ed57a502db94ba8bd32",SOGXFIF12A58A78CC4,Britt Nicole,204.06812,6,0.606,-5.157,0.2364201822307364,160.165,Hanging On (Medium Key Performance Track Without Background Vocals),0
"13d8f8d2d59b00995c84bac990ccffee",SONFXQX12AB01872A4,Ronnie Milsap,171.25832,5,0.559,-6.652,0.0,88.947,Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals),0
"2d21bfd6895607138c43a2d1f43e8f68",SOVYTTY12A8C131260,Ramón Vargas_ Sängerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,207.04608,0,0.705,-21.881,-1.0,69.538,Adeste fideles,0
"5428552c47df18e9941298829e764d6f",SOOUFTE12AB0183D19,Jackie Davis,166.39955,0,0.208,-16.422,0.5859797661092777,134.3,Love Is Just Around The Corner (1996 Digital Remaster),0
cffc1674648a7cf56aa7e08811b0667f,SOTCFVP12A8C13636A,Columbia Symphony Orchestra;Igor Stravinsky,135.88853,4,0.391,-22.177,-1.0,71.998,The Firebird/Apparition de L'Oiseau de Feu_ poursuivi par Ivan Tsarévitch,0
"7c50ead497f67422f4073ca8724aac29",SOORRKR12A8C13FF18,Double Image,348.42077,7,0.464,-25.205,-1.0,135.092,Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante,0
"04b90513cea550da5420c29c7db6159e",SOIGKLE12AB017B7F3,Steve Morse,342.09914,8,0.0,-5.097,0.26586104921065,154.113,Red Barchetta (feat. James LaBrie_ James Murphey_ Sean Malone_ Sean Reinert & David Townson),0
edc441648d6a32b9b77b21be9f2b78ef,SORJPQM12A8C1338BB,David Zinman;Pittsburgh Symphony Orchestra,641.48853,0,0.426,-25.895,-1.0,170.899,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,0
"0d7ea7e055ee428e3846be326d3c8e6f",SOLMOSX12AB01878CE,Britt Nicole,245.81179,1,0.616,-13.053,0.0,160.015,Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),0
"62b65f00cdc90ac5fc81b319452c4099",SOGFLWF12A6D4F64AC,Ice Cube Featuring Flavor Flav,130.7424,11,0.094,-6.388,0.3725300393660796,92.482,I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav),0
"07a0d739be9811591cd7f5f6d271410c",SOWZVLJ12A58A7C2C8,Passion,253.41342,10,0.763,-16.307,0.0,114.303,Jesus_ Lover Of My Soul (Bonus Stereo Trax),0
"2573a8a076354f81e29738a99346063a",SONVGOV12AB018114E,X-ecutioners featuring Tom Tom Club & Biz Markie,236.43383,0,0.0,-5.438,0.5187598979970994,102.643,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),2001
"29db504f17302d995e0d09b2f04f532f",SOOOJUT12AB01883B9,Bamberg Symphony Orchestra and Hans Swarowsky,151.01342,2,0.331,-22.492,-1.0,137.219,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,0
"957831d9f69e07267893b45274143763",SOXRVYA12A8C1425A7,Hank Locklin,143.35955,0,0.0,-10.067,0.690290537919224,122.798,Send Me The Pillow You Dream On,1960
"696e9c76438fe6ce17fdc2acd8b17910",SONIRES12AB01872D2,Marty Robbins,129.67138,2,0.695,-8.116,0.2732859552542869,140.73,DEU470956112,0
"1616f6115dd8588497bf0e243743419b",SOGEYSS12AC3DF9EDD,Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge,240.22159,2,0.297,-15.111,-1.0,85.175,Finale: When Love Is Found/It Feels Like Christmas,0
"182df5883637d001ffd748bf036e5e96",SOSJBHK12A6D4F8092,Tim Wilson,123.58485,5,0.0,-6.059,-1.0,169.428,Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live),0
bc749a894405328c9e371cbf081de26f,SOSVAPZ12A58A7E7A2,Marcie Blane,143.25506,0,0.606,-12.682,0.6305085723023893,140.903,Bobby's Girl (Previously Unreleased Demo - Stereo),0
eb9ef6c1a8bc921103dfdef53e2ed5cc,SOPLZYS12A8AE48DE6,Teenage Fanclub,266.89261,4,0.463,-8.198,0.5183103193207527,120.271,The World'll Be OK,2003
"95d562bb11c0c0dba9f4521f70816ab0",SOPGSMM12A8C139BF7,Raymond Lefèvre,114.99057,5,0.546,-9.831,0.0,112.445,"Générique - \le gendarme et les gendarmettes""",0
"5e885a88067e8ab97e0cf63ee915e76a",SOSMUXL12A8C136808,Felix Slatkin/Concert Arts Symphonic Band,151.17016,5,0.348,-15.019,-1.0,124.056,Washington Post (1998 Digital Remaster),0
"2bd508be41ef78cd3953043ddceec9b4",SOEVOVU12AB017C56B,Dédé Saint-Prix,310.83057,4,0.247,-9.493,-1.0,111.959,Balanséy lala (featuring Tanya St Val) (feat. Tanya Saint-Val),0
cae45ad06b05f33c6ec527621bae16e4,SOGXSWA12A6D4FBC99,Lupe Fiasco feat. Matthew Santos,213.34159,2,0.303,-10.027,0.6641517034619344,140.046,Fighters (feat. Matthew Santos) (Amended Album Version),0
ea0977638328e13b497709d3fb43745b,SOTTMXT12AF72A1B42,Bill Laswell,132.67546,3,0.294,-19.814,0.0,105.218,The Gary Selchie - Solas,0
