"artistkey","artistid","latitude","longitude","location","name"
"32e68c86c24aa1bee1bebea6b75e10bd",AR4L4WQ1187FB51996,0.0,0.0,"Braintree, Essex, England",The Prodigy
"17393c4c37a993b3010f5c78394e4353",ARUDPRC1257509BA98,0.0,0.0,,Adr Lavey
"21c83d4fb364c078c2db67a0d9359955",AR3EVEE1187B9994B7,18.11526,-77.27348,Jamaica,Abijah
"17ec19fd0a0067d095e052699c709d2e",ARUE3AK1187B9AC923,0.0,0.0,"Brooklyn, NY",Neil Sedaka
c94bf7d5a7e3549aa5f85b19fbd4d3b9,ARWHWYH1241B9CCA16,0.0,0.0,,Mario Garcia
"472f56c34ff8845c608488e785e708b8",AREFFEC1187B98E12F,0.0,0.0,,Digital Mystikz
d9ed2adf9ad32588e61dbb5500c68f96,ARSYWV7119B3403694,0.0,0.0,,Jorgen Ingmann
b1b5e9ac96b4f1a31446d606277fa65c,ARABDBR11E2835EADC,0.0,0.0,,Larytta
"31ea39dce1ac637664c3097af578e055",ARCJKV91187FB46210,0.0,0.0,Scotland,KT Tunstall
ee2f20a84c83d21bf3b2baf36a5a9355,AR06USW1187FB4EACA,37.77916,-122.42005,California - SF,The Lord Weird Slough Feg
"1ae1455320ff864a2b6de07b5d38767b",ARYOPH81187B98AEED,40.65507,-73.94888,"Boston, Brooklyn USA",Converge
"72bbff0c686b05210a9419d7bac49d4c",ARGXLDE1187B99244E,0.0,0.0,,Zen Lemonade
d4419093708d6fbff6171f7152d82c9d,ARC8S7S1187B98D50B,0.0,0.0,,Marc Dorsey
"62a89763cf9f6332a1826f90b9713f23",ARVADXJ1187B99AA96,0.0,0.0,"New York, NY [The Bronx]",Ace Frehley
"3162f18517d066095b5abbcadd0eb994",AR0CANF1187B9AF35F,34.05349,-118.24532,"Los Angeles, California",Dilated Peoples Featuring Capleton
e17709046c9da23ba845d7a3bab039af,AR1WC0X1187B991056,37.77916,-122.42005,"San Francisco, CA",Jefferson Starship
"124052528b736d8bb80dc7bd02afd593",ARMJMBJ1187B98C46F,0.0,0.0,,Bug Mafia
"2927df567c1cdf9c5e35ffcf296986fa",ART4EPR1187FB38772,52.0953,1.31388,Great Britain / UK,Eno
"751849dac941a1cf4f9aa12d95bebb37",ARWX7AO1187B9B91AA,0.0,0.0,,Jose Luis Perales
df77d2c0b9d0c9dc235bc689057c8b73,ARVV4Y41187B995F04,0.0,0.0,,Deepest Blue
"1f7bb7590aaec16a71e9145457428526",AR9C8IE1187B9ACC99,0.0,0.0,"Los Angeles, CA",System of a Down
"8052727040e2f992f87857fb4dd2495d",ARPGTHP1187B9AC284,0.0,0.0,,Temple Of The Dog
"1c8875628deda424d44de4effbefef24",ARWPHQB11F4C83B42B,35.21962,-80.01955,North Carolina,Stickboy
"33b41e494fee1c5fdb7a461372f114f0",AR576O51187B990C30,31.90143,-84.25274,"Smithville, GA",Tampa Red
"21e9dde44b026109626e5d4b0f312f8e",ARAMCAZ1187B9AB6F5,0.0,0.0,,Afrob feat. Sarah
"7f436ec37db59e3e2d769be8b0f53ac5",AR2VROU1187FB532D7,40.65507,-73.94888,"Brooklyn, NY",The Tokens
"1ed512d27820096993026535e9da96b1",ARJASH411C8A42B443,0.0,0.0,,Mocambo Allstars
"8da2be263b6df307616079825c31fc81",ARL47TY11C8A416938,0.0,0.0,,Time Factory
"634997588206d249fdccc7e09455ee91",AREW1KO1187B98E42E,0.0,0.0,,The Irish Tenors
b67f55b53077d4f452e2b6ab2123ff3e,AR5AXVN1187B9A2761,0.0,0.0,,Sharon Burch
"9f91d6273ae752977eac2604ccaa78d4",ARIZLHQ1187B9A18C4,0.0,0.0,,Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm
"660b636a27e0c0e9db9c1e5496fab422",ARRMOXN122988EE92C,0.0,0.0,,Jacques Ferchit
"1b0972d4a7b5c6cd153d4d8c25e84bda",AREV0ZO1187B997221,32.77815,-96.7954,"Dallas, TX",Doyle Bramhall
"8f31443e6ae256315857a22fe9e167cb",ARWVMJA1187B98AA6E,37.27188,-119.27023,California,Nancy Walker
f51a2a07bebb5cba6f94c3a4dc50fd39,AROETEJ122988EFAC7,0.0,0.0,,Midnight Fish
b4cc68f9688499b14f5eda18ea2f0d56,ARL1QL91187B994B08,0.0,0.0,,A Challenge Of Honour
fbbcc6e07a714f38b84d5b098a9f15ff,ARBYFR71187B99A2A4,30.2676,-97.74298,"Austin, TX",Sam Baker
df2ab39e3a1e2e4627e12ef0c514e987,ARWJHW61187B98FA8E,-4.03479,21.75627,"Kasai, Zaire",Papa Wemba
"56c1cb8ebad364ec7a3557f947ae9d2c",ARMTT971187B99386F,0.0,0.0,,Israel & Moises
"37780c894f72886b84fde61eef55eb87",AR8IEZO1187B99055E,0.0,0.0,,Marc Shaiman
b8d027034b097cbc7d899327d16374c4,AR9AWNF1187B9AB0B4,0.0,0.0,"Seattle, Washington USA",Kenny G
"3f3eadaba3400ee4bb2bec37e79a3e54",ARNQ7UN1187B98EE77,0.0,0.0,"Berlin, Germany",Novaspace
e7127b059f007973e1b376a0a241e741,ARQ0HOT1187B9A25FA,42.31256,-71.08868,Mass. - Boston,Mistress
"100cf6e6052622bcf3b4ae22e4fe7f79",ARFCDY01187FB57933,0.0,0.0,,Manjul
"7b1110d8d4bba2bbe00ad67f126c3420",ARF1E421187B9AF8C4,0.0,0.0,,El Gran Silencio
"67534631cc334580b2afcd172061221e",ARDR4AC1187FB371A1,0.0,0.0,,Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli
"126ca463b80c3933e7ace484bb56b379",ARZFAGI12420783C02,0.0,0.0,,The Harvard Lampoon Comedians
"579b15fbaf57d5c46dcedb850bbd9ede",AR4MCB01187B98BF5C,0.0,0.0,,Atman
"6a8f4427fc097793d2a741cd5a1d28a6",AR8W8DN1187FB35ED0,34.05349,-106.48749,"Los Angeles, CA",The Germs
"5857c3972372096ceaf53d9dd73dbf9a",AR72Q9R1187B98A664,0.0,0.0,,Hatiras
"268239a81c2a2ba989701aee7a1f4c8b",ARMP9P61187B9B04B3,0.0,0.0,,Marco Rima
"06ea9af353f1598e8bf63e2808309dcb",ARLF92B11A348F0D1E,0.0,0.0,,Silkie Ft. Harry Craze
d80b6f9996b8285c6af6b7a2b716e6b5,ARZJFLE12086C117FF,0.0,0.0,,MN
"5e9f77506d35354b7ac7b3582e9cb828",AR94U5D1187B995563,0.0,0.0,,Turibio Santos
fa54ce070b5e7984b5df1cc505858edc,ARR8AIK1187B9A0BCE,34.30138,-90.64208,"Stovall, MS",Eddie Boyd
"9cf85498b2291870ee9f1a5f570052ca",ARA373P1187B9A74C7,0.0,0.0,,Barbarito Diez
"3812a4d79f21b19071082c5da0c47988",ARNQESK11F4C83FD6F,0.0,0.0,,Beatnuts
"714e4856da46b2e5fa1817f9be8487d7",AR7XU1L1187B98D481,42.31256,-71.08868,"Boston, MA",DMZ
c445df527966049793b2a2e3dfccbe74,AREJ5K11187B993F5F,0.0,0.0,,R. Carlos Nakai
da0bdea91b03781871e7a978204fb718,ARFEXDH11F4C840CAC,0.0,0.0,,The Bureau De Change
"91b1bd3a495b217fbece9b53a31b8a75",AR1LQNB1187B9A6AE5,0.0,0.0,,La Portuaria
"04e2d323c734cb2702e79abd424b6aa2",ARLI9NJ1187B9911FB,35.67048,139.74092,"Tokyo, Japan",Vodka Collins
"8184eac9077cbac8552c593eda078972",ARWEM1D1187FB4077B,54.07485,-2.71939,"Caton, MS",Sonny Landreth
f69cb4a81f89f8550d8e7d60793884e4,AR9KWJK1187FB4A531,18.22328,-66.42889,"Cuomo, Puerto Rico",Willie Rosario
"9f8692488e4718660804ea889bc8b83e",ARZXTUO12509411DAE,0.0,0.0,,Vaggelis Perpiniadis
"8885e0bcbfb3d9308e24c843edd84ee2",ARJJPQP1241B9CA062,0.0,0.0,,Gabriel Grossi
"981c0a2892413a1b3dc01d3088e77727",AR3GYKU1187B996AB9,41.05182,-73.54223,"Stamford, CT",Jim Kweskin
"9c948e6b1479cee7ad0b187b445f8b9a",ARJQ8WU1187FB37FCD,0.0,0.0,,Patrick Saint-Eloi
b7ad7161786fb3e39e7b0adf2998f427,AROZFLY11F50C4F54F,27.9758,-81.54106,Florida,Rainforest Trio
"3d953382d2117010f601a378a9437a12",AR280881187B98BA28,55.70622,13.1876,"Lund, Sweden",YGGDRASIL
eac1058411c5dca88013f90b8389c82e,ARCOAFH1269FCCF4AB,0.0,0.0,,The Fool'S Nose
ff7f04a72b2c7b5af4ded325a36878e7,ARWBYIR11F4C83B3FE,38.8235,-75.92381,Maryland,Double Image
ed48a34d0106ebf31921a91849370bf5,ARAUQAL1187FB5B374,0.0,0.0,,ISRAEL & NEW BREED
fe4b7be8c4ebe61c385a7748ceb02a1f,AR0LCRP1187B9B4C5A,0.0,0.0,,Patrick Samson
"1aae58731ffdc46d8e55e104f1431daa",ARL3VGT1187FB40E8E,-34.60852,-58.37354,Buenos Aires.,Los Fabulosos Cadillacs
aab17e540793b59cc55a373216676fce,ARDL03L1187B997FBE,0.0,0.0,,Fläskkvartetten / Daniel Bellqvist
"846e93833544dcfa44998c5b706d3b0b",ARV1JVD1187B9AD195,35.91463,-79.05661,"Chapel Hill, NC",Loudon Wainwright III
ab3aa3e744fb43a53d7101851b40e0f0,ARPOPBQ11F4C83D36D,0.0,0.0,,DJ Spinn
"5b8aec1730ff3a4cd52b56bfcc3130e2",ARPWMGF1269FB25878,0.0,0.0,,Yiannis Tassios
"572440ea6a146f77a4aa509b6933659a",ARVQZNK11E2835CDAC,0.0,0.0,,Livio Minafra
c7aa900524007205a389ac6fefd46c33,ARXDOUQ11F50C4A239,0.0,0.0,,Wednesday 13's Frankenstein Drag Queens From Planet 13
"1be73f0cf4224989059dbc0f76949de6",ARJA1841187FB3A029,51.50632,-0.12714,"London, UK",David Bowie
ff9698e953baed737943fa6eeb9a225d,ARYXJ5A1187B9B9E56,36.69094,-6.13487,Jerez De La Frontera (Cádiz),Kiril Valeri
"567b4a48d8adf03904966fb4dbe7944b",ARXR2N11187B99857E,34.18806,-118.94151,"Newbury Park, CA",Hotwire
a574b28e6f5858362bd3a7a85590819c,ARH312K1187FB3F1D4,0.0,0.0,,Beogradski Sindikat
d16b7db8407ca6bd6b5987a1e399efec,ARCLCFS1187B9AE476,-23.56287,-46.65466,"Sao Paulo, Brazil",Laurindo Almeida
b53a0a0081ee21e9568fa391abe41b48,ARDUWD61187FB58F58,32.78115,-79.9316,"Charleston, SC",Alphonse Mouzon
b5f0fcaef2f538b67efd9f28894ab616,ARGWFMR1187B98D0E7,-19.59634,-40.77105,ES,Cómplices
"46c5879d9a611e145f96609d00a9a5f5",ARGUAHS11F50C4CF7D,0.0,0.0,,Los Traileros Del Norte
"6f15172d95efb317a22aa4a30343538e",ARANBAI1257509CF4E,0.0,0.0,,Del Horno
"622b45914628ed3547c5179e3b57eae2",AR0GGKI1187FB391D5,0.0,0.0,,Eddie
a0cc6442db087c52b0ce926ddcd6c90f,AR2L2GV11C8A42C818,0.0,0.0,,Marcel Azzola
a42e026b7e18b60e6f5961d5520f2135,AR9ILJF1187B9B80ED,33.89275,35.48527,"Beirut, Lebanon",Gabriel Yared
"992c04d7be28869677f197be3195b997",ARIFTCD11F4C84086D,0.0,0.0,,Tha Chamba
"47465068b59b371f54ff929d8d8b6437",ARSRFOY1187B9917DA,41.88415,-87.63241,"Chicago, IL",Otis Taylor
"8e50636de8939a62dc0b452ecc72e6ec",ARXALW01187FB4B466,40.71455,-74.00712,"Wolcott, CT",Sylvia Tosun
"8e74e21a078820c03b8eb0b687f5a686",ARSK4D11187B9BA046,0.0,0.0,,Lisa Lisa & Cult Jam
"3bb16f5dfd23f94ddce30f33497f04d8",ARDDTL91187B9974A7,0.0,0.0,,Warren Barfield
"347fc3631f1484e811050f844d96345e",ARHWRBR119B8669309,0.0,0.0,,Hatesex
"5c6620fc5dcd5ea4d705da046b54fda8",ARZH0R61187FB422AE,38.62774,-90.19951,"St. Louis, MO",Fontella Bass
"226d3eecd5ca3c47017e43fb7763b29d",ARMDE3V1187FB3EEFB,0.0,0.0,,The Last Days Of Jesus
b945c6c4cb41a1d49e4947f2ea2c9c45,AR1NRA91187FB404C3,0.0,0.0,,Jazzy B
"483c7fbdd2e957309efd8a79deee8b7c",AR5BLB01187FB57E99,0.0,0.0,,Headliners
cfe679bc4c8f7557d24072bdca011730,ARJ7NR71187FB437B7,35.5953,-89.26212,"Brownsville, TN",Yank Rachell
d1b4f4bf3c9fe0ce0e5965b83ec25b7f,ARPUEAL1187FB57814,0.0,0.0,,Gov't Mule
"988728e3929bedb611c01aee3fb7c0f1",AR82DJK1187B991107,34.05349,0.0,"Los Angeles, CA",The Pharcyde
"7f30e1bfa144e767534380efee81c386",ARBVUUG11F50C48750,0.0,0.0,,Fajardo
e884115fe9abd11e68570de8e2d90bff,ARTPCQ41187B9AB42C,0.0,0.0,,Adrenalin O.D.
"0748aaf7cd8972cdfe45d4b438530d16",ARH2QI91187FB3788D,0.0,0.0,,David Guetta - Joachim Garraud - Chris Willis
"357b8a159cce1dee571166c509a6fd67",ARNYDR91187FB542BF,0.0,0.0,"Knoxville, TN",MICHAEL WHITE
"0a25a7cdae5f3dc720e9225fbadf5b2a",ARLTWXK1187FB5A3F8,32.74863,-97.32925,"Fort Worth, TX",King Curtis
"575cc5de66e2f9462adf8b1b98154a00",ARGEKDX1187FB3A5BF,40.65507,-73.94888,"Brooklyn, NY",Marcus Miller
"1f19a9118702246e62f5f9d3f9dc7f6e",AR3SPD91187B9B63E3,0.0,0.0,,Héroes del Silencio
"587ddc9d22903fd249996ed45f4a564d",ARNLOIO11F4C841019,35.83073,-85.97874,Tennessee,Isaacs
"01369dff96359e8863be037400f0c1ab",ARYLG3I119B8668696,0.0,0.0,,Rockin' Dopsie_ Jr.
"77b531dad8540ea1275fc8ffb1ad9e55",ARAHILU122988FD7D1,37.77916,-122.42005,California - SF,Mind Furniture
"47282bc601b23c955b26c98e926dbbb3",AR2EBRG1187B9B07C8,64.55653,12.66538,Norway,Old Man's Child
"8ac10f1b065b091ad79dc3e505f8a43f",ARKD9S41187B997CA6,52.94922,-1.14392,"Nottingham, England",Lorna
"98f65eb146d42c9630602badb95f1b45",ARE54I01187FB3AE3D,0.0,0.0,,Flink
"94de2bb233e1cf7bae77b111214ae73b",AR77MEJ1187B98F8CA,0.0,0.0,,Sleepy D
"0e2bb333141967ea5a314943f0dc6334",ARNPAGP1241B9C7FD4,0.0,0.0,,lextrical
"76f5da4ed56bb71e29bf56dcbc9cbdab",AR6BUE51187B9B5D71,37.82245,-85.69091,Kentucky,Markus
a33c23c2c69810fe146db3aa0900e512,ARS8KBY1187FB4BC7E,39.95227,-75.16237,"Philadelphia, PA",Kurupt_ Rosco_ Jayo Felony & 40 Glocc
d27399db72b7aaf9ca540bb2eb4b2c7f,ARIMJFK1187FB4ED3E,0.0,0.0,,Luke Vibert
"966a93a9e95f8941217610ce3f605972",ARF3FRP1187B9A77BF,62.19845,17.55142,Sweden,Groupa
"80a1a750b058cd347c6a4b050bda4e4a",ARNUPIM11F4C83BD4D,0.0,0.0,,Melt Banana
bf98ef00dd3a07ceb1a2603d0108a45a,ARULHJM1187B997004,0.0,0.0,,Word
"214a54197b1262b838b595c12696f59a",ARIG6O41187B988BDD,37.16793,-95.84502,United States,Richard Souther
"2763aeff866e5cf74e1f3209db16b96c",ARW040W1187FB51082,0.0,0.0,,Les Hurlements D'leo
"1eeead8074a4d0f671e9a60050c4b41b",ARZHUJU1187FB51176,0.0,0.0,,Leigh Jones
"51a606023eca89e12e61dbfff93150aa",ARY80281187FB3E380,56.65286,-3.99667,Scotland,Sandi Thom
e3f0b831c92804a20047d7f5d149179c,AR4Q1VD1187B9893C7,0.0,0.0,,Mulberry Lane
b8e772267b83b10489c40510bc304fdd,AR0IAWL1187B9A96D0,8.4177,-80.11278,Panama,Danilo Perez / Claus Ogerman
db17bf5b4450a77704bc9638b390776b,AR4YY6D1187B9AEC44,0.0,0.0,Great Britain / UK,Spooky Tooth
"47f41bd0dc4d68516984c996c9ec6bd3",ARJ7SQ31187B9AF432,0.0,0.0,"Barking, Essex, England",Billy Bragg
dd4357c2f4f17c6c85d79a0b3e65e114,ARNDBEM1187B9A2918,64.95014,26.06739,"H�enlinna, Finland",Turisas
"8fea3d8e4d12e0d8eadcb04f39f12a15",ARG37DA1187B9A47FF,0.0,0.0,,Morgion
"046820259414df170a1258994241d118",AR813LR1187FB3F83A,0.0,0.0,,Goldfish
"92453a772c78368030c507ded2360f59",ARUNYOW1187FB43F2A,34.96578,-80.07691,"Wadesboro, NC",Blind Boy Fuller
d3399f97ca3d4bd86569db0da4e0b56e,ARU868Z1187FB47319,42.18419,-71.71818,Mass. - Western,Wonderland
"0d230ed3a3853bda283adf09a93a8dbb",AR022JO1187B99587B,0.10974,113.9174,Indonesia,Ross
"289144f8bef81c483f886ca9b6445120",ARJK0ID1187B9A7A02,0.0,0.0,,Ebru Yasar
"2f4cb0f13acf3ce69de0810c27669f64",ARBXBQR1187FB56FA5,0.0,0.0,,Bill Douglas
"6ff2ec0c3b99af76e6f5fe590f70720d",ARF5M7Q1187FB501E8,0.0,0.0,"Los Angeles, CA",Maroon 5
"925d8d03141ffc78ea2a1699761ffdba",AR0CDSK1187FB52ED6,0.0,0.0,"Paw Paw, WV",Asleep At The Wheel
"6ecf9c6675f2ff2e811f3fcdc77773ab",AR8K7ET1187B997ABC,0.0,0.0,,Sulk
c5b0a664870ab2a0ae8338d48c20ba99,ARAZCWP129462A97F1,0.0,0.0,,Bob Marley
"72c2260b9824edc815694e63b4610cdc",ARKYI5T1187B99334F,35.21962,-80.01955,North Carolina,Janet Paschal/Charlotte Ritchie/David Phelps
"2b1480b019009ebee051b57b984bc664",AR107SB1187B9A79F9,0.0,0.0,"Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !",Bézu
"8cff016bd323b693f62bea2fc31199a2",ARJ1OYE1187B9ACC2D,62.19845,17.55142,SWEDEN,Ebba Forsberg
"3f928234a7038a59711a80dc21322e8f",AR6XZ861187FB4CECD,53.40977,-2.97848,"Liverpool, England",The Beatles / Tony Sheridan
a0fe4416e96e500421211acf3caa0144,ARN7POH1187B9B301E,0.0,0.0,"Dallas, TX",Jessica Simpson
"98742afcee92b651e37ea8f5e3e73bf0",ARFEV5S1187B99F2EA,56.95468,-98.30897,Canada,Aeoliah
"5f3f6fa7be6da69efb903e67f036970b",AR3N2H11187B98AFBA,-10.68641,-37.42475,"Itabaiana, Para�, Brazil",Sivuca
"52134d0c1572021f3d343b9397b2f56a",ARJ4B7V1187FB4CB90,0.0,0.0,,DJ Godfather
"93a46c338342fefd230d11a6921bb896",ARNSAEA1187B9B908E,18.01361,-66.6149,"Ponce, Puerto Rico",Cheo Feliciano
"916a854df957291c5f5e87783a3871a3",ARIRAVN11F4C842412,0.0,0.0,,Los Nakos
"8a76aa780f9e20a2cd1ad7e20edf742f",ARQR8Y51187B9B8E9C,0.0,0.0,,La Mancha De Rolando
"3961fc34fcc01fa848f0cb79fb425dd1",AR1HK7B1187FB55747,0.0,0.0,,TYR
"1d19ebefc7865487e7a25ea265fd09d0",AR4OHL91187B9B2EB9,0.0,0.0,,Angela Dimitriou
a015614dc0874a31fb8d9db455cefaba,ARGCEOR1187B9A4E7D,0.0,0.0,,Eric Demarsan
"71859f784986e0319f23142564515920",ARWLUAI11F4C840637,0.0,0.0,,Jeanne Robertson
"445d5096894bb9148f69d76c8146c783",AR9GQKV1187FB52E44,0.0,0.0,,Mylon LeFevre
